Gender,Age at time of application,Year of Application,A-levels scores,Education,University Name,Address,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Refree 1,Refree 2,Refree 3,Was Hired by a Company within 6 months
Non-binary,47,2014,63,Law,SWANSEA UNIVERSITY,Dumfries and Galloway,Salaried,Law,83027,0,NA,NA,NA,0
Non-binary,46,2015,76,Arts,"ARTS UNIVERSITY BOURNEMOUTH, THE",Lancashire,Salaried,Transportation,124283,1,Contractual:Engineering,Self Business:Law,Salaried:Arts,0
Non-binary,44,2000,44,Business,UNIVERSITY OF SOUTHAMPTON,Northamptonshire,None,None,0,1,Salaried:Engineering,Contractual:Engineering,Contractual:Accounting,0
Male,46,2018,44,Arts,ROYAL COLLEGE OF MUSIC,Scottish Borders,Salaried,Law,122187,0,NA,NA,NA,0
Trans,45,2006,76,Law,UNIVERSITY OF GLOUCESTERSHIRE,Glamorgan,None,None,61568,1,Self Business:Law,Salaried:Accounting,Salaried:Law,0
Non-binary,45,2017,68,Arts,GLASGOW CALEDONIAN UNIVERSITY,Wiltshire,Salaried,Transportation,137019,0,NA,NA,NA,0
Trans,42,2022,53,Business,UNIVERSITY OF SURREY,Surrey,Contractual,Transportation,75758,0,NA,NA,NA,0
Non-binary,40,2001,72,STEM,UNIVERSITY OF SOUTHAMPTON,Glamorgan,Salaried,Accounting,61276,1,Self Business:Arts,Self Business:Law,Self Business:IT,0
Female,42,2020,48,STEM,UNIVERSITY OF WALES PRIFYSGOL CYMRU,Cambridgeshire,Salaried,IT,144620,0,NA,NA,NA,0
Non-binary,42,2004,87,STEM, University of Oxford,North Yorkshire,Contractual,IT,54491,1,Self Business:Arts,Salaried:Health,Contractual:Accounting,1
Male,41,2020,63,STEM,UNIVERSITY OF HERTFORDSHIRE,Inverclyde,Contractual,Transportation,122764,1,Self Business:IT,Salaried:Law,Contractual:Engineering,0
Trans,41,2010,44,Business,UNIVERSITY OF LIVERPOOL,Gloucestershire,Salaried,Engineering,133491,1,Self Business:Engineering,Contractual:Health,Salaried:IT,0
Female,44,2010,83,Business,IMPERIAL COLLEGE LONDON,Shropshire,Self Business,Law,106699,1,Self Business:Engineering,Self Business:Health,Contractual:IT,1
Male,45,2015,85,Law,ROEHAMPTON UNIVERSITY,Berkshire,Contractual,IT,91443,1,Salaried:IT,Salaried:IT,Contractual:IT,1
Female,45,2022,84,Law, University of Oxford,Lancashire,Salaried,Health,0,1,Salaried:Health,Salaried:Law,Contractual:Health,1
Male,42,2000,43,STEM,BANGOR UNIVERSITY,Dundee City,Contractual,Accounting,135327,1,Self Business:Accounting,Contractual:Engineering,Contractual:Accounting,0
Non-binary,49,2017,56,Arts,UNIVERSITY OF YORK,Fife,Salaried,Law,99803,0,NA,NA,NA,0
Non-binary,48,2003,58,STEM,CANTERBURY CHRIST CHURCH UNIVERSITY,West Berkshire,None,None,0,0,NA,NA,NA,0
Non-binary,47,2000,65,Law,LEEDS METROPOLITAN UNIVERSITY,Orkney Islands,Salaried,Health,43850,1,Self Business:Engineering,Self Business:Engineering,Self Business:Engineering,0
Trans,43,2012,56,STEM,ROYAL COLLEGE OF ART(THE),Down,Contractual,Arts,112657,1,Contractual:IT,Contractual:Accounting,Salaried:IT,0
Non-binary,40,2004,80,Business,HARPER ADAMS UNIVERSITY,Moray,Salaried,Accounting,95191,0,NA,NA,NA,0
Male,43,2022,67,STEM,UNIVERSITY OF SUSSEX,Dundee City,None,None,0,0,NA,NA,NA,0
Female,43,2016,69,Arts,NEWCASTLE UNIVERSITY,Carmarthenshire,None,None,0,0,NA,NA,NA,0
Female,48,2004,85,STEM,University College London,North Lanarkshire,Contractual,Health,99092,1,Salaried:Law,Self Business:Engineering,Contractual:Accounting,1
Female,48,2013,73,Arts,UNIVERSITY OF ESSEX,Armagh,None,None,0,0,NA,NA,NA,0
Trans,45,2015,79,Law,UNIVERSITY OF WALES: TRINITY SAINT DAVID,Surrey,None,None,0,0,NA,NA,NA,0
Non-binary,48,2005,44,Arts,"UNIVERSITY OF THE ARTS, LONDON",West Sussex,None,None,0,0,NA,NA,NA,0
Female,49,2010,56,Law,PRIFYSGOL ABERYSTWYTH,Devon,Self Business,Accounting,95696,1,Salaried:Arts,Self Business:Arts,Salaried:IT,0
Trans,47,2019,79,Business,BIRKBECK COLLEGE,Dumfries and Galloway,Self Business,Health,52233,1,Contractual:Accounting,Contractual:Law,Self Business:Health,0
Trans,41,2012,48,Arts,UNIVERSITY COLLEGE BIRMINGHAM,Oxfordshire,None,None,0,0,NA,NA,NA,0
Non-binary,46,2005,43,STEM,UNIVERSITY OF OXFORD,Cambridgeshire,Self Business,Law,88640,1,Self Business:Law,Self Business:Arts,Salaried:Engineering,0
Male,46,2021,67,STEM,UNIVERSITY OF ESSEX,East Dunbartonshire,Salaried,Accounting,80087,1,Contractual:Engineering,Contractual:Law,Contractual:IT,0
Non-binary,47,2000,45,STEM,ASTON UNIVERSITY,Essex,Contractual,Health,83807,1,Salaried:IT,Salaried:Arts,Salaried:Health,0
Male,48,2015,62,Law,UNIVERSITY OF ABERTAY DUNDEE,Cheshire,Salaried,Transportation,112649,0,NA,NA,NA,0
Female,47,2017,73,Law,IMPERIAL COLLEGE LONDON,Gloucestershire,Self Business,Transportation,88995,1,Self Business:IT,Salaried:Accounting,Contractual:Transportation,1
Male,46,2012,81,STEM,UNIVERSITY OF WOLVERHAMPTON,Shetland Islands,Self Business,Transportation,103442,1,Self Business:IT,Self Business:Health,Contractual:IT,1
Female,46,2000,75,Law,"ARTS UNIVERSITY BOURNEMOUTH, THE",Kent,Self Business,Accounting,0,1,Salaried:Accounting,Self Business:Law,Contractual:Arts,1
Female,41,2004,71,Arts,BISHOP GROSSETESTE UNIVERSITY,Wiltshire,None,None,0,1,Salaried:Engineering,Contractual:IT,Contractual:Law,0
Female,41,2013,49,Arts,UNIVERSITY OF SUSSEX,Oxfordshire,Self Business,Accounting,54622,1,Contractual:Arts,Self Business:Health,Contractual:Transportation,0
Non-binary,49,2019,66,Arts,UNIVERSITY COLLEGE LONDON,Merseyside,Self Business,Accounting,75708,0,NA,NA,NA,0
Trans,44,2013,75,Business,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,Surrey,Contractual,Law,135679,1,Self Business:IT,Self Business:Law,Contractual:Transportation,1
Trans,43,2018,43,STEM,LIVERPOOL HOPE UNIVERSITY,East Sussex,None,None,0,0,NA,NA,NA,0
Trans,41,2007,59,Business,ROYAL COLLEGE OF ART(THE),City of Edinburgh,Salaried,Engineering,70737,1,Salaried:Engineering,Contractual:IT,Contractual:Law,0
Trans,44,2015,44,STEM,THE UNIVERSITY OF CUMBRIA,Renfrewshire,Contractual,Arts,128111,1,Contractual:Transportation,Contractual:IT,Self Business:Law,0
Female,41,2020,54,STEM,THE UNIVERSITY OF CUMBRIA,Devon,Contractual,Accounting,41593,0,NA,NA,NA,0
Female,42,2008,82,Arts,UNIVERSITY OF LINCOLN,Berkshire,Contractual,Arts,106558,1,Self Business:Health,Self Business:Arts,Contractual:Engineering,1
Female,48,2016,51,Law,MIDDLESEX UNIVERSITY,Derry and Londonderry,None,None,72496,1,Salaried:Accounting,Contractual:Accounting,Contractual:Law,0
Female,48,2019,63,Law,PLYMOUTH UNIVERSITY,Radnorshire,Salaried,Transportation,118873,1,Self Business:Arts,Contractual:Health,Salaried:Accounting,0
Male,47,2017,64,STEM,GLASGOW CALEDONIAN UNIVERSITY,Aberdeenshire,None,None,47573,1,Contractual:Transportation,Self Business:Arts,Contractual:IT,0
Male,44,2011,83,Arts,"UNIVERSITY OF NOTTINGHAM, THE",Essex,Self Business,Health,40517,1,Self Business:Accounting,Self Business:IT,Contractual:IT,1
Trans,41,1998,82,Law,LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE,Wiltshire,Self Business,IT,111067,1,Salaried:IT,Salaried:Law,Contractual:Transportation,1
Trans,43,2022,88,Business,IMPERIAL COLLEGE LONDON,Derbyshire,Self Business,Transportation,93610,1,Self Business:Law,Self Business:Transportation,Contractual:Transportation,1
Male,49,2021,48,Business,UNIVERSITY OF EDINBURGH,Cambridgeshire,Contractual,Transportation,102495,1,Contractual:Engineering,Contractual:Transportation,Contractual:Transportation,0
Non-binary,42,2017,42,Arts,BIRKBECK COLLEGE,Falkirk,Contractual,Health,128968,1,Self Business:Transportation,Contractual:Transportation,Contractual:Arts,0
Non-binary,48,2012,43,Arts,UNIVERSITY OF SURREY,Radnorshire,None,None,0,1,Contractual:Law,Contractual:Engineering,Contractual:Engineering,0
Trans,40,2020,50,STEM,HERIOT-WATT UNIVERSITY,Montgomeryshire,None,None,0,1,Contractual:Arts,Salaried:IT,Self Business:Accounting,0
Non-binary,44,2002,59,Business,UNIVERSITY OF EAST LONDON,East Ayrshire,None,None,0,1,Self Business:IT,Contractual:Transportation,Contractual:Health,0
Non-binary,44,2012,68,Law,UNIVERSITY OF KENT,Northumberland,Self Business,Transportation,71347,0,NA,NA,NA,0
Trans,41,2008,49,Law,UNIVERSITY OF WEST LONDON,East Lothian,Contractual,Transportation,125574,0,NA,NA,NA,0
Non-binary,46,2019,85,Arts,ROYAL NORTHERN COLLEGE OF MUSIC,Leicestershire,Salaried,IT,45656,1,Self Business:Accounting,Salaried:Arts,Contractual:Health,1
Non-binary,41,2016,63,STEM,UNIVERSITY OF YORK,Clackmannanshire,None,None,0,1,Self Business:IT,Contractual:Arts,Salaried:IT,0
Female,45,2021,67,Law,COURTAULD INSTITUTE OF ART,Midlothian,Salaried,Transportation,135217,1,Self Business:Health,Contractual:Transportation,Contractual:Accounting,0
Non-binary,45,2005,89,Business,IMPERIAL COLLEGE LONDON,West Lothian,Contractual,Accounting,136512,1,Self Business:Law,Self Business:Law,Contractual:Law,1
Male,40,1998,51,Business,UNIVERSITY OF BRISTOL,Northamptonshire,None,None,0,1,Salaried:Law,Contractual:Transportation,Salaried:Transportation,0
Non-binary,40,2007,72,STEM,GLASGOW CALEDONIAN UNIVERSITY,Flintshire,Self Business,IT,45328,1,Self Business:Engineering,Contractual:Arts,Self Business:Law,0
Trans,47,2012,75,Arts,"ST. GEORGE'S, UNIVERSITY OF LONDON",Eilean Siar,Contractual,IT,130376,1,Contractual:IT,Salaried:Transportation,Contractual:Transportation,0
Female,44,2010,87,Business,IMPERIAL COLLEGE LONDON,Argyll and Bute,Self Business,Transportation,73305,1,Self Business:Transportation,Self Business:Law,Contractual:Arts,1
Male,44,2022,79,Law,UNIVERSITY OF EAST LONDON,North Lanarkshire,Self Business,Engineering,122430,0,NA,NA,NA,0
Trans,40,2000,62,Arts,ROEHAMPTON UNIVERSITY,Flintshire,Contractual,Accounting,125742,0,NA,NA,NA,0
Male,42,1999,54,Arts,UNIVERSITY OF ABERDEEN,West Lothian,None,None,105454,1,Self Business:Accounting,Self Business:Accounting,Contractual:Arts,0
Trans,45,2005,58,Arts,NOTTINGHAM TRENT UNIVERSITY,Oxfordshire,None,None,99655,1,Salaried:Health,Contractual:Law,Contractual:Engineering,0
Trans,47,2022,47,Arts,THE UNIVERSITY OF CHICHESTER,Gloucestershire,None,None,0,0,NA,NA,NA,0
Male,44,2003,72,Law,QUEEN MARY UNIVERSITY OF LONDON,North Lanarkshire,Salaried,Health,89198,0,NA,NA,NA,0
Non-binary,40,2000,41,Arts,UNIVERSITY OF STIRLING,Flintshire,Salaried,Accounting,61703,0,NA,NA,NA,0
Trans,49,1998,88,STEM,IMPERIAL COLLEGE LONDON,Essex,Salaried,Arts,0,1,Self Business:Transportation,Self Business:IT,Contractual:Engineering,1
Male,41,2002,88,STEM,IMPERIAL COLLEGE LONDON,Greater London,Contractual,Health,57118,1,Self Business:IT,Salaried:Transportation,Contractual:Law,1
Male,44,2008,49,Law,UNIVERSITY OF BOLTON,Northumberland,None,None,0,0,NA,NA,NA,0
Non-binary,47,2016,51,STEM,LONDON METROPOLITAN UNIVERSITY,East Dunbartonshire,None,None,0,1,Contractual:Law,Salaried:Accounting,Salaried:Law,0
Male,45,2021,79,Law,UNIVERSITY OF BEDFORDSHIRE,Leicestershire,None,None,0,0,NA,NA,NA,0
Male,47,2020,75,Law,LONDON METROPOLITAN UNIVERSITY,West Sussex,None,None,0,1,Self Business:IT,Self Business:Transportation,Self Business:Transportation,0
Trans,45,2000,42,Arts,UNIVERSITY OF ULSTER,Angus,Salaried,Transportation,96536,1,Self Business:Accounting,Salaried:Health,Self Business:Health,0
Non-binary,43,2022,84,Law,OXFORD BROOKES UNIVERSITY,Hertfordshire,Self Business,Engineering,108491,1,Self Business:Health,Salaried:Accounting,Contractual:Accounting,1
Trans,49,2020,81,Arts,ROYAL COLLEGE OF MUSIC,Lincolnshire,Salaried,Transportation,0,1,Salaried:Transportation,Salaried:Engineering,Contractual:Engineering,1
Trans,49,2016,53,Law,BOURNEMOUTH UNIVERSITY,Perth and Kinross,Salaried,Arts,90340,0,NA,NA,NA,0
Non-binary,47,2016,75,STEM,LEEDS COLLEGE OF ART,Lancashire,None,None,0,1,Salaried:Transportation,Salaried:Arts,Salaried:Health,0
Female,43,2017,72,STEM,EDGE HILL UNIVERSITY,Scottish Borders,None,None,0,1,Contractual:Arts,Self Business:Transportation,Contractual:IT,0
Trans,48,2005,77,Arts,UNIVERSITY OF OXFORD,Buckinghamshire,Salaried,Engineering,57781,1,Self Business:Arts,Self Business:Law,Contractual:IT,1
Trans,40,2020,47,Arts,ROYAL HOLLOWAY COLLEGE AND BEDFORD NEW COLLEGE,Suffolk,Self Business,Transportation,69721,0,NA,NA,NA,0
Male,48,2018,42,STEM,UNIVERSITY OF LANCASTER,Angus,None,None,0,0,NA,NA,NA,0
Male,41,2016,58,Business,LONDON BUSINESS SCHOOL,Radnorshire,Contractual,IT,103771,0,NA,NA,NA,0
Trans,46,2005,81,Law,CARDIFF UNIVERSITY,Monmouthshire,Contractual,Law,0,1,Self Business:Accounting,Self Business:Engineering,Contractual:Engineering,1
Trans,48,2007,52,Arts,UNIVERSITY OF CENTRAL LANCASHIRE,Lancashire,None,None,0,1,Salaried:Engineering,Self Business:Arts,Contractual:Accounting,0
Male,46,2004,49,Business,ST MARY'S UNIVERSITY COLLEGE,West Berkshire,Contractual,Law,145763,0,NA,NA,NA,0
Trans,41,2019,42,Law,UNIVERSITY OF HULL,East Renfrewshire,None,None,0,1,Salaried:Arts,Salaried:Law,Salaried:Engineering,0
Trans,42,2001,48,Law,EDGE HILL UNIVERSITY,Aberdeen City,Self Business,Arts,68099,0,NA,NA,NA,0
Non-binary,42,2003,70,Arts,CARDIFF UNIVERSITY,Leicestershire,Self Business,Law,145028,1,Salaried:IT,Self Business:Arts,Contractual:Transportation,1
Male,42,1999,69,Arts,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,Denbighshire,None,None,0,1,Salaried:Health,Salaried:IT,Self Business:Law,0
Male,48,2012,63,Arts,UNIVERSITY OF LONDON,West Berkshire,Salaried,Engineering,82022,1,Self Business:Accounting,Self Business:Health,Self Business:Transportation,0
Male,46,2006,43,STEM,BOURNEMOUTH UNIVERSITY,Orkney Islands,Contractual,IT,59372,1,Salaried:Arts,Contractual:Law,Contractual:Transportation,0
Trans,47,2019,71,Law,UNIVERSITY OF HERTFORDSHIRE,Renfrewshire,None,None,0,0,NA,NA,NA,0
Non-binary,41,2017,85,STEM,UNIVERSITY OF STIRLING,Aberdeen City,Salaried,Arts,133649,1,Self Business:Health,Self Business:Health,Contractual:Accounting,1
Male,49,2022,80,Business,NORTHUMBRIA UNIVERSITY NEWCASTLE,Surrey,None,None,0,1,Self Business:Transportation,Contractual:Accounting,Contractual:IT,0
Male,44,2010,52,Business,DE MONTFORT UNIVERSITY,Oxfordshire,Salaried,Health,127025,0,NA,NA,NA,0
Male,47,1999,87,Law,STRANMILLIS UNIVERSITY COLLEGE,Fermanagh,Contractual,Health,114532,1,Self Business:IT,Self Business:Accounting,Self Business:IT,1
Female,46,2011,84,Law,University College London,Moray,Self Business,IT,137888,1,Salaried:IT,Salaried:Transportation,Contractual:IT,1
Trans,43,2010,74,Business,THE ROBERT GORDON UNIVERSITY,Hertfordshire,Contractual,Law,132575,1,Salaried:Health,Salaried:Arts,Contractual:Health,1
Trans,45,2007,83,STEM,THE UNIVERSITY OF MANCHESTER,Kent,Salaried,Engineering,79091,1,Self Business:Engineering,Self Business:Health,Contractual:Health,1
Female,42,2005,65,STEM,WRITTLE COLLEGE,Northumberland,Self Business,Engineering,41649,1,Salaried:Accounting,Salaried:Arts,Self Business:Arts,0
Female,47,2009,77,Business,BIRKBECK COLLEGE,Devon,Self Business,Transportation,146462,1,Salaried:Health,Contractual:Transportation,Self Business:Arts,1
Non-binary,48,2000,88,Law, University of Oxford,Greater Manchester,Contractual,Arts,45697,1,Self Business:Arts,Salaried:Law,Contractual:Arts,1
Female,49,2022,40,Arts,UNIVERSITY OF THE WEST OF SCOTLAND,Worcestershire,None,None,146703,1,Salaried:Law,Salaried:Law,Self Business:Transportation,0
Male,46,2022,52,STEM,SOUTHAMPTON SOLENT UNIVERSITY,Somerset,Contractual,Accounting,73170,0,NA,NA,NA,0
Male,40,2021,77,Arts,CARDIFF UNIVERSITY,Glamorgan,Salaried,Arts,126320,1,Self Business:Engineering,Salaried:Engineering,Self Business:Accounting,0
Female,48,2004,44,Arts,THE UNIVERSITY OF BUCKINGHAM,North Lanarkshire,Self Business,Arts,137598,1,Contractual:Accounting,Contractual:Accounting,Salaried:Accounting,0
Non-binary,42,2004,56,Business,"UNIVERSITY OF SALFORD, THE",Staffordshire,Salaried,Engineering,56867,0,NA,NA,NA,0
Male,42,2000,61,Arts,THE CONSERVATOIRE FOR DANCE AND DRAMA,Glasgow City,Salaried,Health,49604,0,NA,NA,NA,0
Female,49,2006,72,Business,NOTTINGHAM TRENT UNIVERSITY,Radnorshire,Self Business,Transportation,63717,0,NA,NA,NA,0
Non-binary,44,2002,73,STEM,UNIVERSITY OF SHEFFIELD,Berkshire,Salaried,Arts,114009,1,Self Business:Arts,Salaried:Health,Contractual:Transportation,1
Female,43,2014,88,Business,WRITTLE COLLEGE,Buckinghamshire,Contractual,Engineering,0,1,Self Business:Transportation,Self Business:Arts,Contractual:Law,1
Non-binary,49,2018,56,Arts,NEWMAN UNIVERSITY,North Lanarkshire,None,None,60832,0,NA,NA,NA,0
Trans,44,2004,86,STEM,"UNIVERSITY OF NORTHAMPTON,THE",Somerset,Contractual,Accounting,0,1,Self Business:Law,Self Business:Health,Contractual:IT,1
Non-binary,47,2013,87,Business,SWANSEA UNIVERSITY,Surrey,Salaried,Arts,0,1,Salaried:Health,Salaried:Transportation,Contractual:Health,1
Female,42,2008,78,Business,QUEEN MARY UNIVERSITY OF LONDON,Greater London,None,None,0,0,NA,NA,NA,0
Female,47,2009,65,Business,ROYAL NORTHERN COLLEGE OF MUSIC,Greater Manchester,Contractual,Law,108328,0,NA,NA,NA,0
Non-binary,41,1998,48,Law,UNIVERSITY OF ESSEX,Lincolnshire,Self Business,Engineering,106388,0,NA,NA,NA,0
Non-binary,49,1999,53,STEM,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,Falkirk,Contractual,Transportation,148152,1,Contractual:Engineering,Self Business:IT,Salaried:Law,0
Male,43,2009,81,Law,ROEHAMPTON UNIVERSITY,Norfolk,Salaried,Law,40939,1,Salaried:Law,Self Business:Transportation,Contractual:Arts,1
Male,46,2001,86,Arts,THE CONSERVATOIRE FOR DANCE AND DRAMA,Scottish Borders,Salaried,Engineering,54567,1,Self Business:Transportation,Self Business:Engineering,Contractual:Law,1
Trans,46,2001,70,Law,IMPERIAL COLLEGE LONDON,Pembrokeshire,Self Business,Engineering,101199,1,Self Business:Arts,Self Business:Engineering,Contractual:Accounting,1
Non-binary,44,2005,55,Business,MANCHESTER METROPOLITAN UNIVERSITY,Aberdeen City,Contractual,Arts,142369,0,NA,NA,NA,0
Trans,43,2008,50,Law,UNIVERSITY OF GLOUCESTERSHIRE,Tyrone,Self Business,Arts,98541,0,NA,NA,NA,0
Non-binary,48,2014,61,Arts,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,Aberdeen City,Self Business,Transportation,67572,0,NA,NA,NA,0
Male,44,1999,47,Arts,UNIVERSITY OF PORTSMOUTH,Dumfries and Galloway,Self Business,Health,87836,0,NA,NA,NA,0
Trans,49,2020,43,Law,NORWICH UNIVERSITY OF THE ARTS,Cleveland,Contractual,Engineering,96518,1,Salaried:Health,Salaried:Arts,Self Business:Health,0
Trans,47,2013,85,Arts,University College London,Tyrone,Self Business,Accounting,103250,1,Self Business:Engineering,Self Business:Engineering,Contractual:Arts,1
Male,45,2021,67,Business,UNIVERSITY OF HUDDERSFIELD,Derry and Londonderry,Self Business,Health,134068,0,NA,NA,NA,0
Trans,40,2020,63,Arts,EDGE HILL UNIVERSITY,North Ayrshire,Contractual,Accounting,120590,1,Contractual:Transportation,Contractual:Arts,Contractual:Arts,0
Non-binary,47,1998,88,Law, University of Oxford,Gloucestershire,Self Business,Transportation,0,1,Salaried:Law,Salaried:Arts,Contractual:Transportation,1
Male,40,2005,64,Law,THE UNIVERSITY OF BUCKINGHAM,Cornwall,Salaried,Accounting,137391,0,NA,NA,NA,0
Trans,49,2012,62,Arts,UNIVERSITY OF EAST LONDON,Surrey,Self Business,Arts,89368,1,Salaried:Law,Contractual:Law,Contractual:IT,0
Trans,46,2014,75,STEM,UNIVERSITY OF SUNDERLAND,Carmarthenshire,Self Business,Law,60435,1,Self Business:Law,Contractual:Accounting,Contractual:Health,0
Trans,41,2018,66,Law,STAFFORDSHIRE UNIVERSITY,South Lanarkshire,None,None,0,0,NA,NA,NA,0
Female,40,2013,44,Law,"ARTS UNIVERSITY BOURNEMOUTH, THE",Lincolnshire,Salaried,IT,64456,1,Self Business:Transportation,Self Business:Arts,Self Business:Transportation,0
Non-binary,46,2016,59,Business,QUEEN'S UNIVERSITY OF BELFAST,Nottinghamshire,None,None,95226,1,Contractual:Law,Self Business:Arts,Salaried:IT,0
Trans,40,2010,46,STEM,UNIVERSITY OF WARWICK,West Yorkshire,Contractual,Transportation,42137,0,NA,NA,NA,0
Female,41,2018,51,STEM,LEEDS TRINITY UNIVERSITY,Glasgow City,Contractual,Law,130626,1,Salaried:Arts,Self Business:Engineering,Contractual:IT,0
Non-binary,41,2018,88,Arts,COVENTRY UNIVERSITY,Surrey,Self Business,IT,90584,1,Salaried:IT,Salaried:Accounting,Contractual:IT,1
Male,43,2009,86,Law,BIRMINGHAM CITY UNIVERSITY,Buckinghamshire,Contractual,Law,0,1,Self Business:Law,Self Business:Transportation,Contractual:Accounting,1
Male,44,2005,86,Law,ASTON UNIVERSITY,Essex,Contractual,Transportation,135766,1,Salaried:Transportation,Self Business:Transportation,Contractual:Law,1
Non-binary,43,2011,71,STEM,"ST. GEORGE'S, UNIVERSITY OF LONDON",Worcestershire,Contractual,Transportation,133377,1,Self Business:Health,Contractual:Accounting,Salaried:Engineering,0
Trans,44,2009,82,STEM,PLYMOUTH UNIVERSITY,Lancashire,Self Business,Law,112848,1,Salaried:Transportation,Self Business:Transportation,Contractual:Arts,1
Trans,46,2008,47,Arts,UNIVERSITY OF BIRMINGHAM,Anglesey,Self Business,IT,140842,0,NA,NA,NA,0
Female,40,2018,74,Business,IMPERIAL COLLEGE LONDON,West Lothian,None,None,0,1,Salaried:Law,Contractual:Accounting,Contractual:Law,0
Female,45,2019,75,Law,LIVERPOOL HOPE UNIVERSITY,Greater London,Salaried,Arts,125410,1,Self Business:Transportation,Salaried:Transportation,Self Business:Transportation,0
Female,44,2009,63,STEM,UNIVERSITY OF DERBY,Norfolk,None,None,0,0,NA,NA,NA,0
Non-binary,45,2017,59,STEM,UNIVERSITY OF CAMBRIDGE,Perth and Kinross,None,None,0,0,NA,NA,NA,0
Female,49,2001,75,STEM,SWANSEA UNIVERSITY,West Sussex,Self Business,Health,123831,0,NA,NA,NA,0
Trans,40,1999,61,Business,HERIOT-WATT UNIVERSITY,City of Edinburgh,Self Business,Accounting,53218,0,NA,NA,NA,0
Trans,45,2019,44,Law,IMPERIAL COLLEGE LONDON,Kent,Self Business,Health,74935,1,Self Business:Health,Contractual:Law,Contractual:Health,0
Non-binary,44,2019,88,STEM,UNIVERSITY OF BRIGHTON,Merseyside,Salaried,Health,128982,1,Salaried:IT,Salaried:IT,Contractual:Health,1
Female,49,1998,70,Business,UNIVERSITY OF THE HIGHLANDS AND ISLANDS,Berkshire,Self Business,IT,0,1,Salaried:Health,Self Business:Transportation,Contractual:Health,1
Trans,48,2022,73,Arts,DE MONTFORT UNIVERSITY,Cornwall,None,None,0,0,NA,NA,NA,0
